başlık,özet,tür,vizyon_tarihi,oyuncular,yönetmen,resim_link
Milyarder,"Küçük bir kasabada ailesiyle birlikte sessiz sakin bir hayat geçiren Mesudiyeli Mesut tren istasyonunda amirdir. Mütevazi bir hayatı olan Mesut'un düzeni bir yılbaşı gecesi alt üst olur. Çünkü Mesut'a büyük ikramiye çıkar. İkramiyenin çıkmasıyla çevresindekilerin ona yaklaşımı öyle değişir ki, Mesut paranoyaklaşır, o kadar büyük rakamların baskısıyla kabuslar görmeye başlar. Ailesi dahil çevresindeki bütün insanların ne kadar çıkarcı, düzenbaz olduklarını fark eder. Milyarder olur olmasına; fakat öyle bir an gelir ki buna pişman olur.Film birçok etkileyici sahnesiyle kolay kolay unutulmayacak; sadakat, güven, onur, ikiyüzlülük kavramlarını çok iyi işleyen, başarılı bir kara mizah örneği.","['Komedi', 'Dram']",None,"['Şener Şen', 'Uğur Yücel', 'Tulug Çizgen']",['Kartal Tibet'],https://tr.web.img4.acsta.net/c_310_420/medias/nmedia/18/81/33/28/19557734.gif
Gazap Ateşi,"Meksika'da başlayan çocuk kaçırma vakaları özellikle zengin ailelerin korkulu rüyası haline gelmiştir. Altı gün içinde yirmi dört tane daha çocuk kaçırılınca aileler hem kendilerini hem de çocuklarını koruyabilmek için özellikle eski paralı askerleri kiralamaya başlarlar.John Creasy'i de eskiden CIA için çalışmış bir suikastçidir fakat eski hayatından tamamen uzaklaşmış ve kendine yeni bir yaşam kurmaya çalışmaktadır. Meksika'daki iş teklifini arkadaşı Rayburn aracılığıyla alır. Başta işe sıcak bakmasada artık bir şeyler yapmak zorunda olduğunu bildiğinden özel korumalığı kabul eder.Pita, Samuel ve Lisa Ramos'un dokuz yaşındaki kızlarıdır ve her çocuk gibi sürekli sorular sorarak öğrenme yolunu tercih etmiştir. John ilk gümlerde çocuğun kendi hayatı ve geçmişiyle ilgili sorduğu sorulardan bunalır fakat zamanla küçük kız bir şekilde kalbine girmeyi başarır. Birbirlerine bağlandıkça ilişkileri güçlenir ve John artık yok olduğunu sandığı duygusallığı yeniden yaşamaya başlar. Ancak alınan tüm önlemlere rağmen Pita kaçırılınca John engel tanımaz bir ölüm makinesine dönüşür. Pita'ya ulaşmaya çalışırken kendisini engelleyecek hiçbir şey yoktur artık.Oscarlı aktör Denzel Washington, usta yönetmen Tony Scott ve Oscar ödüllü senarist Brian Helgeland bir roman uyarlamasında bir arada...","['Gerilim', 'Aksiyon', 'Polisiye']",17 Eylül 2004,"['Denzel Washington', 'Dakota Fanning', 'Christopher Walken']",['Tony Scott'],https://tr.web.img3.acsta.net/c_310_420/pictures/bzp/01/47141.jpg
Komplo Teorisi,"Jerry Fletcher, mesleğini New York’ta icra eden bir taksi şöförüdür. Bunun yanısıra Jerry’nin tuhaf bir uğraşı vardır: İnternette gezinirken edindiği bilgilerle, tamamen kendi yazdığı komplo teorilerini birilerine anlatmak… Jerry’nin bu atılganlığını fark eden bir FBI ajanı, kendisinin bu uğraşını bir an önce bitirmesini tavsiye eder. Jerry ise ajanın söylediklerini hiçbir şekilde dikkate almaz. Adalet Bakanlığı’nda çalışan Alice ile tanıştıktan sonra başına geleceklerden haberi olmayan Jerry, kendisini açıklanması zor bir oyunun içerisinde bulur. Mel Gibson ve Julia Roberts gibi isimleri bir araya getiren Conspiracy Theory’nin yan rollerinden birini de Patrick Stewart üstleniyor. Filmin yönetmeni ise Mel Gibson ile daha önce Lethal Weapon serisinde de birlikte çalışmış olan Richard Donner.","['Gerilim', 'Romantik']",17 Ekim 1997,"['Mel Gibson', 'Julia Roberts', 'Patrick Stewart']",['Richard Donner'],https://tr.web.img2.acsta.net/c_310_420/pictures/bzp/03/10656.jpg
Kimlik,"Karanlık ve felaket kokan bir gecede ortaya çıkan bir kasırga o sırada farklı dertler peşinde koşan on yabancıyı bir araya getirir. Birbirini daha önce görmemiş olan bu on yabancı çeşitli sebepler nedeniyle bir otele sığınmak zorunda kalır. Bu izbe otelde dışarıdaki dünyayla iletişimini kaybeden bu yolcular kısa bir süre içerisinde çeşitli tuhaf durumlara tanık olmaya başlarlar. Kim olduğunu bilmedikleri bir güç, seri bir şekilde cinayetlere imza atmakta, hayatta kalmak anbean daha da zorlaşmaktadır. Amerikan bağımsız sinemasının heyecan verici isimlerinden James Mangold tarafından çekilen korku ve gerilim türündeki film başarılı oyuncu kadrosuyla da ilgi çekiyor.",['Gerilim'],15 Ağustos 2003,"['John Cusack', 'Ray Liotta', 'Amanda Peet']",['James Mangold'],https://tr.web.img2.acsta.net/c_310_420/pictures/bzp/03/42965.jpg
3:10 Yuma,"Evans, azılı bir katil olan Wade’in yakalanmasının ardından onu 3.10 ‘da Yuma’ya kalkacak olan trene götürmeyi kabul eder. Buna gönüllü olmuştur. Ancak durum farklı şekilde gelişecektir. Evans, bu kanun kaçağı ile birlikte yola çıktığında bir şekilde ona saygı duyacak noktaya varır. Wade’in bir çetesi vardır ve farklı noktalarda sayısız tehlike ile çevrilidir etraf. Söz konusu yolculuk bir tür kader görevine dönüşür. Film, bir zamanlar çok fazla ilgi gören hakiki bir Western filminin yeniden yapımıdır.","['Western', 'Dram']",2 Kasım 2007,"['Russell Crowe', 'Christian Bale', 'Peter Fonda']",['James Mangold'],https://tr.web.img4.acsta.net/c_310_420/pictures/bzp/03/53314.jpg
Ah Nerede,"Ferit, Murat ve Ömer adlı üç kardeş ailesinden uzakta, İstanbul'da üniversite öğrencisidir. Fakat çapkın ve yakışıklı Ferit kızlarla gezip tozmaktan, Murat kumar oynamaktan, Ömer ise siyasi eylemlere katılmaktan okula gidecek vakit bulamazlar.Bir gün Ferit'in arabası yolda kalır ve yardım bulmaya gider. Tam o sırada çimenlerin üzerinde uyuyan güzeller güzeli bir kızla karşılaşır ve aşık olur. Fakat Zehra hiç de kolay tavlanılacak bir kız değildir. Ferit, Zehra'yı tavlamaya çalışırken, bir yandan diğer sevgilileriyle, bir yandan da taşradan gelen nişanlısıyla uğraşmak zorunda kalır. Üstüne üstlük bir de Huriye ve belalı abisi sorunu vardır. En sonunda ailesi de çocuklarının okula gitmediğini öğrenir ve işler iyice karışır.Füsun Önal?ın söylediği ?Ah Nerede? şarkısını dillerimize dolayan bu eğlenceli aile komedisi, Tarık Akan ve Gülşen Bubikoğlu?nun muhteşem uyumu ve tüm kadronun kaliteli oyunculuğuyla hafızalardan silinmeyecek bir yapım.",['Komedi'],None,"['Gülşen Bubikoğlu', 'Tarık Akan', 'Adile Naşit']",None,https://tr.web.img2.acsta.net/c_310_420/pictures/bzp/01/186656.jpg
Yenilmezler,"SHIELD adıyla tanınan uluslararası barış örgütünün başındaki isim Nick Fury, tüm dünyanın güvenliğine karşı büyük bir tehdit oluşturan düşmanla karşı karşıya kalır. Fury, dünyayı yaklaşan bu felaketten kurtarmak için en cesur ve en 'süper' kahramanlardan oluşan bir ekip kurmak zorundadır...İlki 1963’te yayınlanan ve o günden sonra çizgi roman fanatiklerinin mabedi haline gelen Marvel’ın en sevilen serilerinden olan ""The Avengers""ın sinema uyarlaması olan yapımda baş rolleri de efsanevi bir kadro paylaşıyor: Robert Downey Jr., Chris Evans, Mark Ruffalo, Chris Hemsworth, Scarlett Johansson, Jeremy Renner, Tom Hiddleston, Stellan Skarsgard ve Samuel L. Jackson’ın yer aldığı süper kahramanlar filmi Yenilmezler'in senarist ve yönetmen koltuğunda ise Joss Whedon oturuyor. Marvel'ın süper kahramanları Nick Fury, Hulk, Kaptan Amerika, Thor, Iron Man, Hawkeye ve Kara Dul'u (Black Widow) aynı karelerde göreceğimiz film bu yılın en gözde yapımları arasında.","['Aksiyon', 'Macera', 'Bilimkurgu']",4 Mayıs 2012,"['Robert Downey Jr.', 'Chris Evans', 'Mark Ruffalo']",['Joss Whedon'],https://tr.web.img4.acsta.net/c_310_420/medias/nmedia/18/85/49/05/20085945.jpg
Logan: Wolverine,"Logan: Wolverine'de, yakın gelecekte yaşlanmış ve yorgun olan Wolverine ve Professor X, Meksika sınırında saklanmaktadır. Fakat Logan'ın dünyadan gizlenmesi ve mirası, karanlık güçler tarafından takip edilen genç bir mutant geldiğinde sona erer. Şimdi Wolverine'de genç bir kadın klonunu Nathanial Essex'in liderliğindeki kötü bir organizasyondan korumalıdır.Hugh Jackman'ı son kez Wolverine olarak gördüğümüz film Logan'ı James Mangold yönetiyor. Başrollerinde ise Hugh Jackman dışında Boyd Holbrook, Patrick Stewart ve Doris Morgado yer alıyor.","['Aksiyon', 'Bilimkurgu']",3 Mart 2017,"['Hugh Jackman', 'Patrick Stewart', 'Dafne Keen']",['James Mangold'],https://tr.web.img2.acsta.net/c_310_420/pictures/17/01/31/09/54/531088.jpg
Yapay Zeka,"11 yaşında, kendi halinde bir çocuk olan David'in diğerlerinin farklı olmasının bir nedeni vardır. Ancak tıpkı bir insan gibi davrandığı ve kendi de insan olduğuna inandığı için aslında yapay zekaya sahip bir robot olduğu kolayca anlaşılmamaktadır. David, çocuğu olmayan ailelere, canlı ve ciddi bir oyuncak olarak verilen bir araçtan başka hiçbir şey değildir. Bunun farkına varmasıyla birlikte, gerçekliğine kavuşmak isteyecek ve bunun için tehlikelerle dolu bir yolculuğa çıkacaktır. Spielberg'in, Kubrick'in bitiremediği projesini tamamlamak üzere kotardığı filminin başrollerinden biri Jude Law'a ait.","['Bilimkurgu', 'Macera', 'Dram']",5 Ekim 2001,"['Haley Joel Osment', 'Jude Law', ""Frances O'Connor""]",['Steven Spielberg'],https://tr.web.img3.acsta.net/c_310_420/pictures/bzp/01/29280.jpg
Arabalar,"Piston Kupası için The King ve Chick Hicks’e karşı yarışmak üzere Kaliforniya’ya gitmekte olan meşhur yarış arabası Lightning McQueen, kaza ile Radiator Springs adındaki küçük bir kasabanın yollarına zarar verir. Üstelik kendisinin de tamir olması için çok çalışması gerekmektedir. Bu sırada bu olayla beraber o kasabada geçirdiği zamanlarda dostluklar edinir ve gerçek sevgiyi yaşar. Hatta aşkı bile katar yaşamına. Bu küçük kasabada kaldığı sürece değerleri değişmeye başlar. İşte ancak ondan sonra gerçek bir kazanan olmaya hazır hale gelecektir. Arabalar üzerinden hayatın anlamına dokunan keyifli bir animasyon.","['Animasyon', 'Komedi', 'Aksiyon', 'Fantastik']",15 Eylül 2006,"['Owen Wilson', 'Paul Newman', 'Bonnie Hunt']",['John Lasseter'],https://tr.web.img2.acsta.net/c_310_420/pictures/bzp/01/55774.jpg
Akıl Defteri,"Akıl Defteri, kısa süreli hafıza kaybı olan bir adamın karısını öldürenleri bulma çabasını konu ediyor. Leonard Shelby, ucuz otel odalarında konaklayan ve sadece nakit para kullanan biridir. Şık giysiler giyip, Jaguar marka araba kullanan Leonard, dışarıdan işadamı gibi görünmektedir. Fakat aslında hayatını karısına tecavüz edip öldüren kişiyi bulmak için adayan biridir.Ne yazık ki Leonard’ın bu yolda ciddi bir engeli vardır, yaşadığı, çok ender rastlanan ve tedavi edilemeyen bir tür hafıza kaybı. Her ne kadar hayatının 'kaza'’dan önceki dönemlerini hatırlayabiliyorsa da, bazen 15 dakika öncesinde nereye gittiğini ve nerede olduğunu bile unutabilmektedir.",['Gerilim'],27 Temmuz 2001,"['Guy Pearce', 'Carrie-Anne Moss', 'Joe Pantoliano']",['Christopher Nolan'],https://tr.web.img4.acsta.net/c_310_420/pictures/bzp/01/25744.jpg
Oyuncak Hikayesi 2,"Sahipleri Andy, bir tatil imkanını değerlendirerek bir kovboy kampına gidince tüm oyuncakları yalnız başlarına kalırlar. Her şey yolunda ve dinginlik içerisinde seyrederken Al McWhiggin isimli kurnaz bir koleksiyoncu üzerinden para kazanmayı hedefleyerek Andy'nin en sevdiği oyuncağı olan Woody'yi kaçırır. Buzz ve diğer oyuncaklar Woody'yi kurtarmak için incelikli bir plan yapma hazırlığına girişirler. Woody'ye ulaştıklarında ise Woody'nin yeni tercihleri onları büsbütün şaşırtacaktır. Pixar'ın en sevilen serilerinden biri olan Toy Story'nin ikinci filmi, en az ilk film kadar sevilmişti.","['Animasyon', 'Macera', 'Komedi', 'Aile', 'Fantastik']",12 Mayıs 2000,"['Tom Hanks', 'Tim Allen', 'Joan Cusack']","['John Lasseter', 'Ash Brannon', 'Lee Unkrich']",https://tr.web.img4.acsta.net/c_310_420/pictures/bzp/03/22323.jpg
Harry Potter ve Ölüm Yadigarları: Bölüm 2,"Harry Potter Ve Ölüm Yadigarları: Bölüm 2'de, Lord Voldemort'un ruhunun parçalarının bir kısmını bulup yok eden Harry, Ron ve Hermione, Dumbledore'un verdiği görevi tamamlamak için arayışlarını sürdürürlerken Ölüm Yiyenler'le bir ölüm kalım savaşına çıkacaklardır. Voldemort artık iyice güçlenmiş olsa da, hem Lord'dan kaçmak hem de Ölüm Yiyenler'i etkisiz hale getirip Hortkuluklar'ı da yok etmek zorunda kalacak ekip, Ölüm Yadigârları'nın sırrına erişmek için ellerinden geleni yapacaklardır. Serinin en görkemli savaşı başlamaktadır, artık hiçbir şey ve hiçbir yer güvenli değildir. Sona yaklaşılmıştır. İki tarafın da tüm güçlerini ortaya serecekleri bu savaşta Harry Potter da geçmişiyle ilgili pek çok şeyi öğreneceği kadar, en büyük fedakarlığı da yapmak zorundadır.","['Fantastik', 'Macera']",13 Temmuz 2011,"['Daniel Radcliffe', 'Rupert Grint', 'Emma Watson']",['David Yates'],https://tr.web.img2.acsta.net/c_310_420/pictures/bzp/01/134925.jpg
Köstebek,"1978 senesi… Joe Pistone işine ve teşkilatına sadık bir FBI ajanıdır. İşi gereği, altı yıldır mücevher hırsızlığı yapmaktadır ve Donnie Brasco olarak anılmaktadır. Sorun şudur ki, Pistone bir süre sonra oynadığı role inanmaya ve gerçekten de Donnie Brasco olmaya başlayacaktır. Bir süre sonra mafyanın bağırsaklarında gezinmeye başlayan Pistone, gitgide kendini bu yeraltı kültürün içerisinde devinmeye başlayacaktır. Kim olduğunu unutmaya başlar başlamaz, tüm hayatını değiştirecek bir açmazın içerisine doğru sürüklenecektir. Mike Newell’ın En İyi Uyarlama Senaryo dalında Oscar’a aday olan filmi Joe Pistone’un kendi yazdığı bir kitaptan, yani, gerçek bir hikâyeden yola çıkıyor. Filmin oyuncu kadrosunda ise Al Pacino, Johnny Depp ve Michael Madsen gibi isimler var.","['Polisiye', 'Gerilim']",29 Ağustos 1997,"['Al Pacino', 'Johnny Depp', 'Michael Madsen']",['Mike Newell'],https://tr.web.img4.acsta.net/c_310_420/pictures/bzp/01/13896.jpg
Şehir Işıkları,"Şehir Işıkları, görme engelli genç bir kızla evsiz bir gencin hikayesini anlatıyor. Kör bir çiçekçiye aşık olan ve sokaklarda yaşayan iyi niyetli bir serseri, kıza kendisini varlıklı biri olarak tanıtır. Bir milyonerin hayatını kurtarmıştır ve onun kendisine yardım edeceğine güvenmektedir. Adamı ziyaret edip sevdiği kızın gözlerini ameliyat ettirebilecek kadar para ödünç alabileceğini düşünür. Ama zengin insanlar aslında ikiyüzlü bir yaşam sürmektedirler. Çoğu eleştirmene göre bu film Charlie Chaplin’in başyapıtı. Sesli sinemanın yeni yayılmaya başladığı bir dönemde, bu devrimi reddederek yine sessiz çektiği filminde, neredeyse tüm becerilerini konuşturuyor Chaplin.","['Dramatik komedi', 'Romantik']",None,"['Charles Chaplin', 'Virginia Cherrill', 'Harry Myers']",['Charles Chaplin'],https://tr.web.img4.acsta.net/c_310_420/pictures/bzp/01/2256.jpg
Yumurcak,"Yumurcak, kimsesiz bir çocukla onu sahiplenen bir adamın hikayesini anlatıyor. Edna doğum yaptıktan sonra kocası tarafından terk edilir. Bir başına kalan kadın bebeğine bakabilecek gücü kendisinde bulamaz ve çocuğu sokağa bırakır. Tesadüf eseri çocuğa rastlayan sempatik ve sevecen Charlie'nin yumuşak kalbi el vermez, kimsesiz bebeği yanına alır. Birlikte beş yıl boyunca son derece mutlu zamanlar yaşayan ikilinin arasında kopması zor bir bağ oluşmuştur. Ta ki hastalanan küçük Jack, Charlie tarafından doktora götürülene kadar... Aralarında biyolojik bir baba-oğul ilişkisi olmadığını anlayan doktor ikiliyi birbirinden ayırır. Ancak bu sıcak dostluk önemli olanın biyolojik bağ olmadığını kanıtlar niteliktedir. Bir şekilde tüm zorlukları aşacak olan ikiliyi güzel günler beklemektedir. Sinemayı sinema yapan isimlerin başında gelen Charlie Chaplin tarafından yönetilen yapıt, mizahla örtülü bir dram olsa da gülen gözlü Chaplin'in izleyenine neşe ve umut aşıladığı filmlerinden biri.",['Komedi'],None,"['Charles Chaplin', 'Jackie Coogan', 'Edna Purviance']",['Charles Chaplin'],https://tr.web.img4.acsta.net/c_310_420/pictures/bzp/01/2255.jpg
Ed Wood,"Ed Wood, kimilerine göre dünyanın en kötü yönetmeni, kimilerine göre de, filmleri son derece keyifli, nev-i şahsına münhasır kült bir yönetmen. Tim Burton, ikinci grupta yer alan bir yönetmen olarak daima ilhamları arasında tuttuğu Wood’un filmcilik serüveni üzerine bu filmi gerçekleştirdi.Yapımda, Ed Wood’un ayrıntılı yaşam hikayesinden çok, en çok bilinen yapımlarını çektiği dönem ve film yapma konusundaki hırsı konu ediliyor.Hem Ed Wood’u tanımak hem de Burton’ın başyapıtını görmek için kaçırılmamasında fayda var. İzledikten sonra sizde yazının başındaki sorunun cevabını bulacak ve muhtemeleen ilk seçeneği eleyeceksiniz!","['Dramatik komedi', 'Fantastik', 'Biyografik']",None,"['Martin Landau', 'Johnny Depp', 'Bill Murray']",['Tim Burton'],https://tr.web.img4.acsta.net/c_310_420/pictures/bzp/01/12700.jpg
Sherlock Holmes,"Kadın izleyicilerin birçoğunun iki favori aktörü Jude Law ve Robert Downey Jr, eşine az rastlanır bir uyumla, beyazperde'de Arthur Conan Doyle'un dünyaca ünlü karakteri Sherlock Holmes'ün yeni versiyonuna hayat veriyorlar. Bu dinamik yeni uyarlamada, Holmes ve cesur ortağı Watson, birbirinden tehlikeli maceralara gözlerini karartıp dalıyorlar. Dövüş tekniklerini, efsanevi zekası gibi silah olarak kullanan Holmes, bu serüvende ülkesini tahrip edebilecek ölümcül bir komployu aydınlatmak için yeni bir düşman ile savaşmak zorundadır. Robert Downey Jr. , efsanevi dedektif Sherlock Holmes'ü daha önce benzeri görülmemiş bir yorumla canlandırıyor. Jude Law ise doktor ve bir savaş gazisi olan, Holmes'ün kadim dostu, güvenilir çalışma arkadaşı Watson rolünde karşımıza çıkıyor. Holmes'ü alt eden ilk ve tek kadın olan ve dedektifle halen çalkantılı bir ilişki sürdüren Irene Adler rolünü Rachel McAdams üstleniyor. Mark Strong gizemli yeni düşman Blackwood rolünü oynuyor. Kelly Reilly ise Watson'ın ilgilendiği Mary rolünde yer alıyor.","['Aksiyon', 'Macera']",15 Ocak 2010,"['Robert Downey Jr.', 'Jude Law', 'Mark Strong']",['Guy Ritchie'],https://tr.web.img4.acsta.net/c_310_420/pictures/bzp/01/127179.jpg
